Spreadsheet name,Total edges,Total formulae,Total nodes,TACO edges,TACO formulae,TACO nodes,Type0 edges,Type0 uncompressed edges,Type1 edges,Type1 uncompressed edges,Type2 edges,Type2 uncompressed edges,Type3 edges,Type3 uncompressed edges,Type4 edges,Type4 uncompressed edges,Type5 edges,Type5 uncompressed edges,Notype edges,Notype nodes,Deduplicated Edges
jonathan_mckay_000_1_1.pst.11.xls,27784,14699,42483,345,294,575,15,59,261,25162,0,0,0,0,8,20,4,8,57,57,25306
jonathan_mckay_000_1_1.pst.111.xls,314,241,555,26,25,50,0,0,4,292,0,0,0,0,0,0,0,0,22,22,314
jonathan_mckay_000_1_1.pst.113.xls,45974,26951,72925,77,71,142,4,469,56,45292,0,0,0,0,2,198,0,0,15,15,45974
jonathan_mckay_000_1_1.pst.118.xls,7072,2875,9947,506,483,962,4,204,277,4437,0,0,0,0,23,48,96,229,106,106,5024
jonathan_mckay_000_1_1.pst.12.xls,27784,14699,42483,345,294,575,16,61,260,25160,0,0,0,0,8,20,4,8,57,57,25306
jonathan_mckay_000_1_1.pst.121.xls,90,90,180,15,15,16,0,0,15,90,0,0,0,0,0,0,0,0,0,0,90
jonathan_mckay_000_1_1.pst.122.xls,192635,114686,307321,1523,990,1900,0,0,549,137001,0,0,0,0,859,24540,0,0,115,115,161656
jonathan_mckay_000_1_1.pst.126.xls,26,26,52,2,2,4,0,0,2,26,0,0,0,0,0,0,0,0,0,0,26
jonathan_mckay_000_1_1.pst.127.xls,26,26,52,2,2,4,0,0,2,26,0,0,0,0,0,0,0,0,0,0,26
jonathan_mckay_000_1_1.pst.128.xls,4339,1009,5348,184,145,273,3,94,85,2032,0,0,0,0,30,1271,26,57,40,40,3494
jonathan_mckay_000_1_1.pst.13.xls,27788,14703,42491,344,294,574,16,61,260,25165,0,0,0,0,8,20,4,8,56,56,25310
jonathan_mckay_000_1_1.pst.130.xls,106,56,162,14,8,16,0,0,7,77,0,0,0,0,2,24,0,0,5,5,106
jonathan_mckay_000_1_1.pst.131.xls,212,112,324,28,16,32,0,0,14,154,0,0,0,0,4,48,0,0,10,10,212
jonathan_mckay_000_1_1.pst.132.xls,1979,1047,3026,231,135,270,0,0,133,1463,0,0,0,0,38,456,0,0,60,60,1979
jonathan_mckay_000_1_1.pst.133.xls,106,56,162,14,8,16,0,0,7,77,0,0,0,0,2,24,0,0,5,5,106
jonathan_mckay_000_1_1.pst.134.xls,2032,1082,3114,268,154,308,0,0,134,1479,0,0,0,0,38,456,1,2,95,95,2032
jonathan_mckay_000_1_1.pst.135.xls,27,27,54,3,3,6,0,0,3,27,0,0,0,0,0,0,0,0,0,0,27
jonathan_mckay_000_1_1.pst.136.xls,106,56,162,14,8,16,0,0,7,77,0,0,0,0,2,24,0,0,5,5,106
jonathan_mckay_000_1_1.pst.137.xls,212,112,324,28,16,32,0,0,14,154,0,0,0,0,4,48,0,0,10,10,212
jonathan_mckay_000_1_1.pst.138.xls,106,56,162,14,8,16,0,0,7,77,0,0,0,0,2,24,0,0,5,5,106
jonathan_mckay_000_1_1.pst.139.xls,106,56,162,14,8,16,0,0,7,77,0,0,0,0,2,24,0,0,5,5,106
jonathan_mckay_000_1_1.pst.14.xls,27781,14696,42477,343,293,572,16,61,259,25158,0,0,0,0,8,20,4,8,56,56,25303
jonathan_mckay_000_1_1.pst.140.xls,106,56,162,14,8,16,0,0,7,77,0,0,0,0,2,24,0,0,5,5,106
jonathan_mckay_000_1_1.pst.141.xls,106,56,162,14,8,16,0,0,7,77,0,0,0,0,2,24,0,0,5,5,106
jonathan_mckay_000_1_1.pst.142.xls,106,56,162,14,8,16,0,0,7,77,0,0,0,0,2,24,0,0,5,5,106
jonathan_mckay_000_1_1.pst.143.xls,106,56,162,14,8,16,0,0,7,77,0,0,0,0,2,24,0,0,5,5,106
jonathan_mckay_000_1_1.pst.144.xls,131,69,200,17,10,18,0,0,8,89,0,0,0,0,3,36,0,0,6,6,131
jonathan_mckay_000_1_1.pst.146.xls,262,138,400,34,20,36,0,0,16,178,0,0,0,0,6,72,0,0,12,12,262
jonathan_mckay_000_1_1.pst.147.xls,131,69,200,17,10,18,0,0,8,89,0,0,0,0,3,36,0,0,6,6,131
jonathan_mckay_000_1_1.pst.148.xls,131,69,200,17,10,18,0,0,8,89,0,0,0,0,3,36,0,0,6,6,131
jonathan_mckay_000_1_1.pst.149.xls,298,174,472,39,25,45,0,0,20,202,0,0,0,0,7,84,0,0,12,12,298
jonathan_mckay_000_1_1.pst.15.xls,27771,14686,42457,342,292,570,16,61,258,25148,0,0,0,0,8,20,4,8,56,56,25293
jonathan_mckay_000_1_1.pst.150.xls,171,108,279,24,16,27,0,0,10,113,0,0,0,0,4,48,0,0,10,10,171
jonathan_mckay_000_1_1.pst.151.xls,131,69,200,17,10,18,0,0,8,89,0,0,0,0,3,36,0,0,6,6,131
jonathan_mckay_000_1_1.pst.152.xls,131,69,200,17,10,18,0,0,8,89,0,0,0,0,3,36,0,0,6,6,131
jonathan_mckay_000_1_1.pst.153.xls,167,105,272,20,13,21,0,0,10,113,0,0,0,0,4,48,0,0,6,6,167
jonathan_mckay_000_1_1.pst.154.xls,131,69,200,17,10,18,0,0,8,89,0,0,0,0,3,36,0,0,6,6,131
jonathan_mckay_000_1_1.pst.156.xls,2083,1102,3185,243,142,284,0,0,140,1540,0,0,0,0,40,480,0,0,63,63,2083
jonathan_mckay_000_1_1.pst.157.xls,107,57,164,15,9,18,0,0,7,77,0,0,0,0,2,24,0,0,6,6,107
jonathan_mckay_000_1_1.pst.158.xls,107,57,164,15,9,18,0,0,7,77,0,0,0,0,2,24,0,0,6,6,107
jonathan_mckay_000_1_1.pst.159.xls,105,56,161,13,9,16,0,0,6,63,0,0,0,0,3,26,0,0,4,4,93
jonathan_mckay_000_1_1.pst.160.xls,117,68,185,14,9,16,0,0,8,89,0,0,0,0,2,24,0,0,4,4,117
jonathan_mckay_000_1_1.pst.161.xls,129,68,197,15,9,16,0,0,8,89,0,0,0,0,3,36,0,0,4,4,129
jonathan_mckay_000_1_1.pst.163.xls,105,56,161,13,9,16,0,0,6,63,0,0,0,0,3,26,0,0,4,4,93
jonathan_mckay_000_1_1.pst.23.xls,27768,14690,42458,343,293,572,17,65,258,25141,0,0,0,0,8,20,4,8,56,56,25290
jonathan_mckay_000_1_1.pst.24.xls,27768,14690,42458,343,293,572,17,65,258,25141,0,0,0,0,8,20,4,8,56,56,25290
jonathan_mckay_000_1_1.pst.25.xls,27768,14690,42458,343,293,572,17,65,258,25141,0,0,0,0,8,20,4,8,56,56,25290
jonathan_mckay_000_1_1.pst.26.xls,27775,14697,42472,343,293,572,17,65,258,25148,0,0,0,0,8,20,4,8,56,56,25297
jonathan_mckay_000_1_1.pst.27.xls,27773,14696,42469,345,294,576,17,65,260,25146,0,0,0,0,8,20,4,8,56,56,25295
jonathan_mckay_000_1_1.pst.28.xls,27778,14700,42478,344,294,574,17,65,260,25152,0,0,0,0,8,20,4,8,55,55,25300
jonathan_mckay_000_1_1.pst.29.xls,27778,14700,42478,344,294,574,17,65,260,25152,0,0,0,0,8,20,4,8,55,55,25300
jonathan_mckay_000_1_1.pst.30.xls,27781,14703,42484,345,295,576,18,68,260,25152,0,0,0,0,8,20,4,8,55,55,25303
jonathan_mckay_000_1_1.pst.355.xls,72,67,139,30,30,49,7,44,0,0,0,0,0,0,5,10,0,0,18,18,72
jonathan_mckay_000_1_1.pst.356.xls,61,57,118,25,25,41,6,38,0,0,0,0,0,0,4,8,0,0,15,15,61
jonathan_mckay_000_1_1.pst.357.xls,249,137,386,22,14,28,0,0,18,245,0,0,0,0,0,0,0,0,4,4,249
jonathan_mckay_000_1_1.pst.358.xls,83,77,160,35,35,57,8,50,0,0,0,0,0,0,6,12,0,0,21,21,83
jonathan_mckay_000_1_1.pst.359.xls,94,87,181,40,40,65,9,56,0,0,0,0,0,0,7,14,0,0,24,24,94
jonathan_mckay_000_1_1.pst.360.xls,105,97,202,45,45,73,10,62,0,0,0,0,0,0,8,16,0,0,27,27,105
jonathan_mckay_000_1_1.pst.361.xls,528,287,815,110,78,116,0,0,32,450,0,0,0,0,0,0,0,0,78,78,528
jonathan_mckay_000_1_1.pst.363.xls,116,107,223,50,50,81,11,68,0,0,0,0,0,0,9,18,0,0,30,30,116
jonathan_mckay_000_1_1.pst.364.xls,1067,352,1419,734,319,761,0,0,102,425,0,0,0,0,8,16,2,4,622,622,1067
jonathan_mckay_000_1_1.pst.365.xls,922,606,1528,152,104,224,0,0,120,876,0,0,0,0,0,0,10,21,22,22,919
jonathan_mckay_000_1_1.pst.366.xls,175,175,350,25,25,50,0,0,25,175,0,0,0,0,0,0,0,0,0,0,175
jonathan_mckay_000_1_1.pst.372.xls,261,224,485,36,24,57,0,0,15,208,0,0,0,0,1,32,0,0,20,20,260
jonathan_mckay_000_1_1.pst.377.xls,1239,723,1962,123,111,223,0,0,42,1025,0,0,0,0,72,168,2,4,7,7,1204
jonathan_mckay_000_1_1.pst.378.xls,818,283,1101,550,253,590,0,0,71,331,0,0,0,0,6,12,2,4,471,471,818
jonathan_mckay_000_1_1.pst.379.xls,2465,1273,3738,367,201,476,0,0,323,2410,0,0,0,0,2,4,8,16,34,34,2464
jonathan_mckay_000_1_1.pst.55.xls,2505,1298,3803,611,511,851,2,60,282,1254,0,0,0,0,291,1132,23,46,13,13,2505
jonathan_mckay_000_1_1.pst.56.xls,508,254,762,2,1,3,0,0,2,508,0,0,0,0,0,0,0,0,0,0,508
jonathan_mckay_000_1_1.pst.58.xls,2218,1109,3327,2,1,3,0,0,2,2218,0,0,0,0,0,0,0,0,0,0,2218
jonathan_mckay_000_1_1.pst.9.xls,61,61,122,5,5,7,0,0,2,58,0,0,0,0,0,0,0,0,3,3,61
jonathan_mckay_001_1_1.pst.151.xls,114,38,152,3,1,4,0,0,3,114,0,0,0,0,0,0,0,0,0,0,114
jonathan_mckay_001_1_1.pst.153.xls,114,38,152,3,1,4,0,0,3,114,0,0,0,0,0,0,0,0,0,0,114
jonathan_mckay_001_1_1.pst.165.xls,268,134,402,26,13,39,0,0,14,256,0,0,0,0,0,0,0,0,12,12,268
jonathan_mckay_001_1_1.pst.169.xls,268,134,402,26,13,39,0,0,14,256,0,0,0,0,0,0,0,0,12,12,268
jonathan_mckay_001_1_1.pst.172.xls,268,134,402,26,13,39,0,0,14,256,0,0,0,0,0,0,0,0,12,12,268
jonathan_mckay_001_1_1.pst.176.xls,268,134,402,26,13,39,0,0,14,256,0,0,0,0,0,0,0,0,12,12,268
jonathan_mckay_001_1_1.pst.178.xls,262,131,393,30,15,45,0,0,18,250,0,0,0,0,0,0,0,0,12,12,262
jonathan_mckay_001_1_1.pst.182.xls,260,130,390,30,15,45,0,0,18,248,0,0,0,0,0,0,0,0,12,12,260
jonathan_mckay_001_1_1.pst.184.xls,258,129,387,32,16,48,0,0,20,246,0,0,0,0,0,0,0,0,12,12,258
jonathan_mckay_001_1_1.pst.189.xls,256,128,384,32,16,48,0,0,20,244,0,0,0,0,0,0,0,0,12,12,256
jonathan_mckay_001_1_1.pst.195.xls,256,128,384,32,16,48,0,0,20,244,0,0,0,0,0,0,0,0,12,12,256
jonathan_mckay_001_1_1.pst.199.xls,256,128,384,32,16,48,0,0,20,244,0,0,0,0,0,0,0,0,12,12,256
jonathan_mckay_001_1_1.pst.202.xls,256,128,384,32,16,48,0,0,20,244,0,0,0,0,0,0,0,0,12,12,256
jonathan_mckay_001_1_1.pst.206.xls,256,128,384,32,16,48,0,0,20,244,0,0,0,0,0,0,0,0,12,12,256
jonathan_mckay_001_1_1.pst.208.xls,256,128,384,32,16,48,0,0,20,244,0,0,0,0,0,0,0,0,12,12,256
jonathan_mckay_001_1_1.pst.220.xls,36,36,72,9,9,18,9,36,0,0,0,0,0,0,0,0,0,0,0,0,36
jonathan_mckay_001_1_1.pst.236.xls,24,24,48,11,11,14,1,4,10,20,0,0,0,0,0,0,0,0,0,0,24
jonathan_mckay_001_1_1.pst.39.xls,399,393,792,194,188,277,13,53,141,306,0,0,0,0,0,0,0,0,40,40,399
jonathan_mckay_001_1_1.pst.41.xls,395,388,783,196,189,279,13,53,142,301,0,0,0,0,0,0,0,0,41,41,395
jonathan_mckay_001_1_1.pst.42.xls,21,21,42,10,10,14,1,4,8,16,0,0,0,0,0,0,0,0,1,1,21
juan_hernandez_000_1_1.pst.10.xls,18275,5837,24112,919,373,619,0,0,912,14570,0,0,0,0,0,0,0,0,7,7,14577
juan_hernandez_000_1_1.pst.128.xls,7109,2371,9480,4,4,7,0,0,2,2369,0,0,0,0,0,0,0,0,2,2,2371
juan_hernandez_000_1_1.pst.163.xls,504,504,1008,154,154,308,0,0,28,254,0,0,0,0,124,248,0,0,2,2,504
juan_hernandez_000_1_1.pst.164.xls,18275,5837,24112,919,373,619,0,0,912,14570,0,0,0,0,0,0,0,0,7,7,14577
juan_hernandez_000_1_1.pst.165.xls,18273,5836,24109,921,374,625,0,0,914,14568,0,0,0,0,0,0,0,0,7,7,14575
juan_hernandez_000_1_1.pst.169.xls,57857,29039,86896,142,106,198,0,0,98,57813,0,0,0,0,0,0,0,0,44,44,57857
juan_hernandez_000_1_1.pst.176.xls,840,840,1680,292,292,584,0,0,45,350,0,0,0,0,242,484,1,2,4,4,840
judy_townsend_000_1_1.pst.1.xls,8625,2971,11596,564,400,738,15,367,151,3276,0,0,0,0,102,2119,13,26,283,283,6071
judy_townsend_000_1_1.pst.10.xls,1664,705,2369,88,61,149,0,0,84,1659,0,0,0,0,1,2,0,0,3,3,1664
judy_townsend_000_1_1.pst.12.xls,1664,705,2369,88,61,149,0,0,84,1659,0,0,0,0,1,2,0,0,3,3,1664
judy_townsend_000_1_1.pst.16.xls,1664,705,2369,88,61,149,0,0,84,1659,0,0,0,0,1,2,0,0,3,3,1664
judy_townsend_000_1_1.pst.22.xls,164,81,245,70,41,79,0,0,24,88,0,0,0,0,8,38,0,0,38,38,164
judy_townsend_000_1_1.pst.24.xls,4501,1744,6245,190,105,295,0,0,186,4496,0,0,0,0,1,2,0,0,3,3,4501
judy_townsend_000_1_1.pst.25.xls,4501,1744,6245,190,105,295,0,0,186,4496,0,0,0,0,1,2,0,0,3,3,4501
judy_townsend_000_1_1.pst.28.xls,4501,1744,6245,190,105,295,0,0,186,4496,0,0,0,0,1,2,0,0,3,3,4501
judy_townsend_000_1_1.pst.33.xls,4012,1565,5577,173,98,271,0,0,169,4007,0,0,0,0,1,2,0,0,3,3,4012
judy_townsend_000_1_1.pst.34.xls,4012,1565,5577,173,98,271,0,0,169,4007,0,0,0,0,1,2,0,0,3,3,4012
judy_townsend_000_1_1.pst.35.xls,4012,1565,5577,173,98,271,0,0,169,4007,0,0,0,0,1,2,0,0,3,3,4012
judy_townsend_000_1_1.pst.37.xls,4012,1565,5577,173,98,271,0,0,169,4007,0,0,0,0,1,2,0,0,3,3,4012
judy_townsend_000_1_1.pst.38.xls,4012,1565,5577,173,98,271,0,0,169,4007,0,0,0,0,1,2,0,0,3,3,4012
judy_townsend_000_1_1.pst.39.xls,4012,1565,5577,173,98,271,0,0,169,4007,0,0,0,0,1,2,0,0,3,3,4012
judy_townsend_000_1_1.pst.42.xls,4012,1565,5577,173,98,271,0,0,169,4007,0,0,0,0,1,2,0,0,3,3,4012
judy_townsend_000_1_1.pst.43.xls,4012,1565,5577,173,98,271,0,0,169,4007,0,0,0,0,1,2,0,0,3,3,4012
judy_townsend_000_1_1.pst.45.xls,155,72,227,62,33,63,0,0,23,86,0,0,0,0,8,38,0,0,31,31,155
kam_keiser_000_1_1.pst.0.xls,14,14,28,14,14,28,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14
kam_keiser_000_1_1.pst.108.xls,135,90,225,34,25,53,0,0,34,135,0,0,0,0,0,0,0,0,0,0,135
kam_keiser_000_1_1.pst.109.xls,20,20,40,8,8,14,3,15,0,0,0,0,0,0,0,0,0,0,5,5,20
kam_keiser_000_1_1.pst.12.xls,40,40,80,10,10,15,0,0,10,40,0,0,0,0,0,0,0,0,0,0,40
kam_keiser_000_1_1.pst.120.xls,135,90,225,34,25,53,0,0,34,135,0,0,0,0,0,0,0,0,0,0,135
kam_keiser_000_1_1.pst.124.xls,135,90,225,34,25,53,0,0,34,135,0,0,0,0,0,0,0,0,0,0,135
kam_keiser_000_1_1.pst.125.xls,94,58,152,24,17,39,1,2,21,89,0,0,0,0,0,0,0,0,2,2,93
kam_keiser_000_1_1.pst.132.xls,20,20,40,8,8,14,3,15,0,0,0,0,0,0,0,0,0,0,5,5,20
kam_keiser_000_1_1.pst.139.xls,283,283,566,45,45,80,0,0,32,256,0,0,0,0,1,2,9,22,3,3,283
kam_keiser_000_1_1.pst.143.xls,283,283,566,45,45,80,0,0,32,256,0,0,0,0,1,2,9,22,3,3,283
kam_keiser_000_1_1.pst.146.xls,20,20,40,8,8,14,3,15,0,0,0,0,0,0,0,0,0,0,5,5,20
kam_keiser_000_1_1.pst.15.xls,16,15,31,13,13,25,1,2,0,0,0,0,0,0,0,0,2,4,10,10,16
kam_keiser_000_1_1.pst.154.xls,81,81,162,12,12,19,0,0,9,73,0,0,0,0,1,2,2,6,0,0,81
kam_keiser_000_1_1.pst.16.xls,2666,1609,4275,487,412,620,0,0,25,343,0,0,0,0,255,584,160,1105,47,47,2079
kam_keiser_000_1_1.pst.172.xls,728,364,1092,2,1,3,0,0,2,728,0,0,0,0,0,0,0,0,0,0,728
kam_keiser_000_1_1.pst.198.xls,277,277,554,35,35,65,0,0,25,257,0,0,0,0,1,2,6,15,3,3,277
kam_keiser_000_1_1.pst.207.xls,2252,2204,4456,148,132,238,0,0,109,2135,0,0,0,0,39,117,0,0,0,0,2252
kam_keiser_000_1_1.pst.208.xls,119,119,238,4,4,8,4,119,0,0,0,0,0,0,0,0,0,0,0,0,119
kam_keiser_000_1_1.pst.211.xls,14,14,28,5,5,9,3,12,0,0,0,0,0,0,0,0,0,0,2,2,14
kam_keiser_000_1_1.pst.216.xls,44,44,88,8,8,15,6,42,0,0,0,0,0,0,0,0,0,0,2,2,44
kam_keiser_000_1_1.pst.227.xls,2088,348,2436,6,1,7,0,0,6,2088,0,0,0,0,0,0,0,0,0,0,2088
kam_keiser_000_1_1.pst.228.xls,2088,348,2436,6,1,7,0,0,6,2088,0,0,0,0,0,0,0,0,0,0,2088
kam_keiser_000_1_1.pst.244.xls,271,156,427,46,28,64,0,0,19,220,0,0,0,0,24,48,0,0,3,3,271
kam_keiser_000_1_1.pst.253.xls,20,20,40,8,8,14,3,15,0,0,0,0,0,0,0,0,0,0,5,5,20
kam_keiser_000_1_1.pst.271.xls,643,643,1286,54,54,73,7,66,44,572,0,0,0,0,0,0,1,3,2,2,643
kam_keiser_000_1_1.pst.278.xls,37,37,74,8,8,15,0,0,7,36,0,0,0,0,0,0,0,0,1,1,37
kam_keiser_000_1_1.pst.279.xls,135,90,225,34,25,53,0,0,34,135,0,0,0,0,0,0,0,0,0,0,135
kam_keiser_000_1_1.pst.288.xls,148,72,220,148,72,157,0,0,0,0,0,0,0,0,0,0,0,0,148,148,148
kam_keiser_000_1_1.pst.290.xls,283,283,566,45,45,80,0,0,32,256,0,0,0,0,1,2,9,22,3,3,283
kam_keiser_000_1_1.pst.293.xls,135,90,225,34,25,53,0,0,34,135,0,0,0,0,0,0,0,0,0,0,135
kam_keiser_000_1_1.pst.3.xls,14,14,28,14,14,28,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14
kam_keiser_000_1_1.pst.4.xls,5506,2499,8005,350,168,405,0,0,307,5463,0,0,0,0,0,0,0,0,43,43,5506
kam_keiser_000_1_1.pst.61.xls,283,283,566,45,45,80,0,0,32,256,0,0,0,0,1,2,9,22,3,3,283
kam_keiser_000_1_1.pst.62.xls,20,20,40,8,8,14,3,15,0,0,0,0,0,0,0,0,0,0,5,5,20
kam_keiser_000_1_1.pst.68.xls,508,254,762,2,1,3,0,0,2,508,0,0,0,0,0,0,0,0,0,0,508
kam_keiser_000_1_1.pst.70.xls,508,254,762,2,1,3,0,0,2,508,0,0,0,0,0,0,0,0,0,0,508
kam_keiser_000_1_1.pst.79.xls,20,20,40,8,8,14,3,15,0,0,0,0,0,0,0,0,0,0,5,5,20
kam_keiser_000_1_1.pst.88.xls,370,370,740,4,4,7,0,0,2,368,0,0,0,0,0,0,0,0,2,2,370
kam_keiser_000_1_1.pst.90.xls,721,721,1442,2,2,4,0,0,2,721,0,0,0,0,0,0,0,0,0,0,721
kate_symes_000_1_1.pst.1000.xls,95,20,115,13,4,14,0,0,13,65,0,0,0,0,0,0,0,0,0,0,65
kate_symes_000_1_1.pst.1014.xls,27358,27358,54716,19,19,26,0,0,1,20,0,0,0,0,16,27336,0,0,2,2,27358
kate_symes_000_1_1.pst.1016.xls,7964,2285,10249,490,241,680,0,0,410,7884,0,0,0,0,0,0,0,0,80,80,7964
kate_symes_000_1_1.pst.1017.xls,1578,982,2560,172,126,252,0,0,146,1278,0,0,0,0,24,298,0,0,2,2,1578
kate_symes_000_1_1.pst.1018.xls,1578,982,2560,172,126,252,0,0,146,1278,0,0,0,0,24,298,0,0,2,2,1578
kate_symes_000_1_1.pst.1048.xls,38602,38602,77204,23,23,31,0,0,1,20,0,0,0,0,20,38580,0,0,2,2,38602
kate_symes_000_1_1.pst.1070.xls,9406,2725,12131,580,286,805,0,0,485,9311,0,0,0,0,0,0,0,0,95,95,9406
kate_symes_000_1_1.pst.1074.xls,68,38,106,5,3,7,0,0,5,68,0,0,0,0,0,0,0,0,0,0,68
kate_symes_000_1_1.pst.1084.xls,38614,38614,77228,23,23,31,0,0,1,20,0,0,0,0,20,38592,0,0,2,2,38614
kate_symes_000_1_1.pst.1117.xls,1216,352,1568,72,36,100,0,0,60,1204,0,0,0,0,0,0,0,0,12,12,1216
kate_symes_000_1_1.pst.1119.xls,9406,2725,12131,580,286,805,0,0,485,9311,0,0,0,0,0,0,0,0,95,95,9406
kate_symes_000_1_1.pst.1130.xls,109,57,166,6,4,9,0,0,5,108,0,0,0,0,0,0,0,0,1,1,109
kate_symes_000_1_1.pst.115.xls,4900,1464,6364,338,167,476,0,0,281,4843,0,0,0,0,0,0,0,0,57,57,4900
kate_symes_000_1_1.pst.116.xls,8233,2421,10654,580,277,806,0,0,490,8143,0,0,0,0,0,0,0,0,90,90,8233
kate_symes_000_1_1.pst.1168.xls,38614,38614,77228,23,23,31,0,0,1,20,0,0,0,0,20,38592,0,0,2,2,38614
kate_symes_000_1_1.pst.1176.xls,103,59,162,6,4,9,0,0,5,96,0,0,0,0,1,7,0,0,0,0,103
kate_symes_000_1_1.pst.1181.xls,38614,38614,77228,23,23,31,0,0,1,20,0,0,0,0,20,38592,0,0,2,2,38614
kate_symes_000_1_1.pst.119.xls,5506,1638,7144,382,187,536,0,0,319,5443,0,0,0,0,0,0,0,0,63,63,5506
kate_symes_000_1_1.pst.120.xls,8233,2421,10654,580,277,806,0,0,490,8143,0,0,0,0,0,0,0,0,90,90,8233
kate_symes_000_1_1.pst.1200.xls,38614,38614,77228,23,23,31,0,0,1,20,0,0,0,0,20,38592,0,0,2,2,38614
kate_symes_000_1_1.pst.121.xls,1824,528,2352,138,66,192,0,0,114,1800,0,0,0,0,0,0,0,0,24,24,1824
kate_symes_000_1_1.pst.1214.xls,5168,1496,6664,306,153,425,0,0,255,5117,0,0,0,0,0,0,0,0,51,51,5168
kate_symes_000_1_1.pst.122.xls,1828,529,2357,134,65,187,0,0,110,1804,0,0,0,0,0,0,0,0,24,24,1828
kate_symes_000_1_1.pst.123.xls,257,67,324,18,8,23,0,0,13,174,0,0,0,0,0,0,0,0,5,5,179
kate_symes_000_1_1.pst.1230.xls,5776,1672,7448,342,171,475,0,0,285,5719,0,0,0,0,0,0,0,0,57,57,5776
kate_symes_000_1_1.pst.1231.xls,5776,1672,7448,342,171,475,0,0,285,5719,0,0,0,0,0,0,0,0,57,57,5776
kate_symes_000_1_1.pst.1232.xls,70,42,112,10,6,10,0,0,10,70,0,0,0,0,0,0,0,0,0,0,70
kate_symes_000_1_1.pst.1234.xls,38614,38614,77228,23,23,31,0,0,1,20,0,0,0,0,20,38592,0,0,2,2,38614
kate_symes_000_1_1.pst.124.xls,8233,2421,10654,580,277,806,0,0,490,8143,0,0,0,0,0,0,0,0,90,90,8233
kate_symes_000_1_1.pst.134.xls,2747,791,3538,186,90,259,0,0,155,2716,0,0,0,0,0,0,0,0,31,31,2747
kate_symes_000_1_1.pst.136.xls,3666,1053,4719,238,115,330,0,0,200,3628,0,0,0,0,0,0,0,0,38,38,3666
kate_symes_000_1_1.pst.139.xls,4280,1229,5509,274,133,380,0,0,230,4236,0,0,0,0,0,0,0,0,44,44,4280
kate_symes_000_1_1.pst.140.xls,4587,1317,5904,292,142,405,0,0,245,4540,0,0,0,0,0,0,0,0,47,47,4587
kate_symes_000_1_1.pst.142.xls,840,363,1203,105,53,126,0,0,76,786,0,0,0,0,12,24,7,20,10,10,840
kate_symes_000_1_1.pst.143.xls,5201,1493,6694,328,160,455,0,0,275,5148,0,0,0,0,0,0,0,0,53,53,5201
kate_symes_000_1_1.pst.144.xls,5201,1493,6694,328,160,455,0,0,275,5148,0,0,0,0,0,0,0,0,53,53,5201
kate_symes_000_1_1.pst.146.xls,6122,1757,7879,382,187,530,0,0,320,6060,0,0,0,0,0,0,0,0,62,62,6122
kate_symes_000_1_1.pst.148.xls,6429,1845,8274,400,196,555,0,0,335,6364,0,0,0,0,0,0,0,0,65,65,6429
kate_symes_000_1_1.pst.149.xls,6736,1933,8669,418,205,580,0,0,350,6668,0,0,0,0,0,0,0,0,68,68,6736
kate_symes_000_1_1.pst.265.xls,90,45,135,6,3,9,0,0,6,90,0,0,0,0,0,0,0,0,0,0,90
kate_symes_000_1_1.pst.266.xls,90,45,135,4,2,6,0,0,4,90,0,0,0,0,0,0,0,0,0,0,90
kate_symes_000_1_1.pst.267.xls,8512,2464,10976,504,252,700,0,0,420,8428,0,0,0,0,0,0,0,0,84,84,8512
kate_symes_000_1_1.pst.275.xls,9120,2640,11760,540,270,750,0,0,450,9030,0,0,0,0,0,0,0,0,90,90,9120
kate_symes_000_1_1.pst.276.xls,912,264,1176,54,27,75,0,0,45,903,0,0,0,0,0,0,0,0,9,9,912
kate_symes_000_1_1.pst.41.xls,168,72,240,7,3,10,0,0,7,168,0,0,0,0,0,0,0,0,0,0,168
kate_symes_000_1_1.pst.43.xls,180,84,264,10,6,16,0,0,10,180,0,0,0,0,0,0,0,0,0,0,180
kate_symes_000_1_1.pst.46.xls,180,84,264,10,6,16,0,0,10,180,0,0,0,0,0,0,0,0,0,0,180
kate_symes_000_1_1.pst.49.xls,180,84,264,10,6,16,0,0,10,180,0,0,0,0,0,0,0,0,0,0,180
kate_symes_000_1_1.pst.50.xls,180,84,264,10,6,16,0,0,10,180,0,0,0,0,0,0,0,0,0,0,180
kate_symes_000_1_1.pst.52.xls,180,84,264,10,6,16,0,0,10,180,0,0,0,0,0,0,0,0,0,0,180
kate_symes_000_1_1.pst.53.xls,180,84,264,10,6,16,0,0,10,180,0,0,0,0,0,0,0,0,0,0,180
kate_symes_000_1_1.pst.54.xls,180,84,264,10,6,16,0,0,10,180,0,0,0,0,0,0,0,0,0,0,180
kate_symes_000_1_1.pst.55.xls,164,76,240,10,6,16,0,0,10,164,0,0,0,0,0,0,0,0,0,0,164
kate_symes_000_1_1.pst.562.xls,718,718,1436,14,14,19,0,0,1,20,0,0,0,0,12,696,1,2,0,0,718
kate_symes_000_1_1.pst.568.xls,718,718,1436,14,14,19,0,0,1,20,0,0,0,0,12,696,1,2,0,0,718
kate_symes_000_1_1.pst.57.xls,164,76,240,10,6,16,0,0,10,164,0,0,0,0,0,0,0,0,0,0,164
